date,log_price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,sqft_basement,house_age,isRenovated,city,statezip
2014-06-12,12.73,2,2,1170,1011,2,0,0,0,5,Not Renovated,Issaquah,WA 98027
2014-06-13,13.62,5,3,2320,4960,2,0,0,600,88,Not Renovated,Seattle,WA 98103
2014-06-13,13.29,4,3,2440,9600,2,0,0,0,53,Not Renovated,Kirkland,WA 98034
2014-06-13,13.67,4,2,4120,22370,2,0,0,0,17,Not Renovated,Sammamish,WA 98074
2014-06-13,12.25,2,1,1440,5680,1,0,0,0,36,Older Renovation,Des Moines,WA 98198
2014-06-13,12.24,3,1,1340,11070,1,0,0,0,36,Older Renovation,Kent,WA 98030
2014-06-13,13.93,6,3,3010,4360,2,0,0,1010,0,Not Renovated,Seattle,WA 98103
2014-06-13,12.56,3,1,1840,8601,1,0,0,920,109,Recently Renovated,Seattle,WA 98118
2014-06-13,12.35,2,1,930,7550,1,0,0,0,28,Not Renovated,SeaTac,WA 98168
2014-06-13,13.65,4,2,4070,115434,2,0,0,0,12,Not Renovated,North Bend,WA 98045
2014-06-13,12.77,3,1,1820,9545,1,0,0,590,38,Not Renovated,Lake Forest Park,WA 98155
2014-06-13,12.62,3,1,1280,8184,1,0,0,0,67,Older Renovation,Shoreline,WA 98155
2014-06-13,12.82,2,1,900,4600,1,0,0,0,63,Older Renovation,Seattle,WA 98117
2014-06-13,13.60,3,1,1980,13503,1,0,2,660,62,Not Renovated,Bellevue,WA 98008
2014-06-13,12.99,4,2,2010,7575,1,0,0,790,40,Not Renovated,Kirkland,WA 98034
2014-06-13,13.85,4,2,2750,4800,2,0,0,790,109,Older Renovation,Seattle,WA 98103
2014-06-13,13.56,4,2,3140,10875,1,0,1,1200,75,Older Renovation,Seattle,WA 98199
2014-06-13,14.10,5,2,4200,5800,2,0,0,1290,108,Older Renovation,Seattle,WA 98112
2014-06-13,12.37,3,1,1900,8540,1,0,0,950,34,Not Renovated,SeaTac,WA 98168
2014-06-13,13.12,3,1,1830,3000,1,0,0,400,88,Older Renovation,Seattle,WA 98103
2014-06-13,13.34,5,2,3320,23760,2,0,0,1130,39,Not Renovated,Woodinville,WA 98072
2014-06-13,12.61,4,2,2700,10814,1,0,0,1140,48,Not Renovated,Kent,WA 98030
2014-06-13,12.23,3,1,1290,6566,1,0,0,0,38,Not Renovated,Federal Way,WA 98023
2014-06-13,12.98,3,1,1500,8173,1,0,0,0,17,Not Renovated,Kirkland,WA 98034
2014-06-13,13.45,4,2,3650,48351,1,0,0,0,36,Older Renovation,Woodinville,WA 98077
2014-06-13,11.94,3,1,1270,6405,1,0,0,0,70,Not Renovated,Seattle,WA 98178
2014-06-13,13.03,4,2,2630,39000,2,0,0,0,35,Recently Renovated,Kent,WA 98042
2014-06-13,12.75,2,1,1800,26615,1,0,0,560,27,Not Renovated,Auburn,WA 98092
2014-06-13,13.28,3,1,1870,2807,1,0,0,290,87,Not Renovated,Seattle,WA 98107
2014-06-13,12.85,4,2,2540,6365,2,0,0,670,14,Not Renovated,Renton,WA 98055
2014-06-13,12.43,4,2,1930,8660,1,0,0,810,33,Recently Renovated,Auburn,WA 98001
2014-06-13,13.70,4,2,2770,13500,2,0,0,0,40,Not Renovated,Mercer Island,WA 98040
2014-06-13,12.82,4,2,2220,5338,2,0,0,0,13,Not Renovated,Renton,WA 98059
2014-06-13,12.82,3,1,1650,9957,1,0,0,550,53,Older Renovation,Seattle,WA 98125
2014-06-13,13.69,4,2,3670,54450,2,0,0,0,15,Not Renovated,Sammamish,WA 98074
2014-06-13,13.76,4,2,3770,35081,2,0,0,0,25,Not Renovated,Redmond,WA 98053
2014-06-13,13.33,3,1,2350,20820,1,0,0,550,36,Older Renovation,Sammamish,WA 98074
2014-06-13,12.63,3,1,1210,5240,1,0,0,600,31,Not Renovated,Seattle,WA 98106
2014-06-13,13.29,4,2,2010,7972,2,0,0,0,25,Not Renovated,Issaquah,WA 98029
2014-06-13,13.09,3,2,1580,6065,2,0,0,0,29,Not Renovated,Issaquah,WA 98029
2014-06-13,12.28,2,1,710,7200,1,0,0,0,71,Older Renovation,Seattle,WA 98178
2014-06-13,12.97,3,2,1910,5040,1,0,0,0,43,Not Renovated,Sammamish,WA 98074
2014-06-13,12.69,4,2,1880,7965,2,0,0,0,14,Not Renovated,Maple Valley,WA 98038
2014-06-13,13.65,2,2,2280,641203,2,0,0,0,24,Recently Renovated,Vashon,WA 98070
2014-06-13,13.79,5,2,3100,10014,1,0,2,1440,41,Not Renovated,Mercer Island,WA 98040
2014-06-13,13.72,5,2,2350,4000,2,0,0,0,21,Not Renovated,Seattle,WA 98112
2014-06-13,13.04,3,1,1850,6869,1,0,2,750,95,Older Renovation,Burien,WA 98166
2014-06-13,12.69,3,2,2070,8337,2,0,0,0,17,Not Renovated,Kent,WA 98030
2014-06-13,13.15,4,2,2020,7070,1,0,0,1010,56,Not Renovated,Seattle,WA 98126
2014-06-13,13.07,3,2,1580,12177,1,0,0,380,33,Recently Renovated,Sammamish,WA 98074
2014-06-13,12.95,4,2,2690,7947,2,0,0,0,21,Not Renovated,Renton,WA 98058
2014-06-13,13.54,4,2,2420,10285,1,0,4,720,56,Older Renovation,Burien,WA 98146
2014-06-13,13.93,5,1,2540,6660,2,0,3,200,60,Older Renovation,Seattle,WA 98136
2014-06-13,11.77,2,1,1150,30184,1,0,0,0,64,Older Renovation,Renton,WA 98055
2014-06-13,13.49,5,2,3210,12000,1,0,0,1380,46,Not Renovated,Bellevue,WA 98007
2014-06-13,13.27,3,2,2040,4627,2,0,0,0,22,Not Renovated,Redmond,WA 98052
2014-06-13,12.86,3,2,1920,4833,1,0,0,860,93,Not Renovated,Seattle,WA 98133
2014-06-13,12.49,4,1,1900,10588,1,0,0,0,56,Not Renovated,Auburn,WA 98002
2014-06-13,14.37,3,2,4310,32093,1,0,4,1800,32,Not Renovated,Shoreline,WA 98177
2014-06-13,12.71,3,2,1070,1155,2,0,0,350,9,Not Renovated,Seattle,WA 98116
2014-06-13,13.41,4,2,2790,43091,2,0,0,0,25,Not Renovated,Woodinville,WA 98077
2014-06-13,13.59,3,2,2860,4442,2,0,0,0,14,Not Renovated,Seattle,WA 98199
2014-06-13,13.29,3,2,2250,8800,1,0,0,1000,89,Older Renovation,Seattle,WA 98116
2014-06-13,14.34,2,2,3170,3000,2,0,2,1180,114,Not Renovated,Seattle,WA 98109
2014-06-13,13.20,3,1,1460,7200,1,0,0,200,108,Recently Renovated,Seattle,WA 98103
2014-06-13,13.18,3,1,1540,3399,1,0,0,340,88,Older Renovation,Seattle,WA 98117
2014-06-13,13.48,3,2,2910,6600,2,0,0,990,114,Older Renovation,Seattle,WA 98118
2014-06-13,12.61,3,1,1180,13927,1,0,0,0,52,Not Renovated,Renton,WA 98059
2014-06-13,13.23,3,1,1640,7437,1,0,0,550,66,Older Renovation,Seattle,WA 98126
2014-06-13,12.05,4,2,1520,19672,1,0,0,500,94,Older Renovation,Tukwila,WA 98188
2014-06-13,13.20,5,3,3610,9775,2,0,0,0,11,Not Renovated,Maple Valley,WA 98038
2014-06-13,12.43,3,2,1400,3814,2,0,0,0,2,Older Renovation,Covington,WA 98042
2014-06-13,13.59,4,3,3200,3250,2,0,0,530,7,Not Renovated,Issaquah,WA 98029
2014-06-13,13.26,3,3,1384,1287,2,0,0,240,8,Not Renovated,Seattle,WA 98102
2014-06-13,12.85,3,2,1410,1287,2,0,0,120,9,Not Renovated,Issaquah,WA 98027
2014-06-13,12.86,4,2,2050,5276,2,0,0,0,8,Not Renovated,Renton,WA 98059
2014-06-13,12.94,4,2,1750,4779,2,0,0,0,5,Not Renovated,Kenmore,WA 98028
2014-06-14,12.89,3,2,1510,6710,1,0,0,440,42,Older Renovation,Kirkland,WA 98034
2014-06-14,13.18,3,2,1930,7214,2,0,0,0,9,Not Renovated,Seattle,WA 98125
2014-06-14,13.69,4,2,2960,41656,2,0,0,0,29,Not Renovated,Woodinville,WA 98072
2014-06-14,13.65,5,2,2920,11880,1,0,0,1260,46,Not Renovated,Issaquah,WA 98027
2014-06-14,13.12,2,1,1980,5000,1,0,0,890,91,Not Renovated,Seattle,WA 98144
2014-06-14,12.71,3,1,1430,8865,1,0,0,0,64,Older Renovation,Seattle,WA 98125
2014-06-14,13.51,4,2,2450,4187,2,0,2,0,4,Not Renovated,Issaquah,WA 98029
2014-06-14,13.17,4,2,2360,4924,2,0,0,0,6,Not Renovated,Kenmore,WA 98028
2014-06-15,12.51,3,2,1890,4838,2,0,0,160,12,Not Renovated,Tukwila,WA 98168
2014-06-15,13.38,3,1,2140,9484,1,0,0,850,61,Not Renovated,Bellevue,WA 98004
2014-06-15,13.16,3,2,1900,8100,1,0,0,950,74,Older Renovation,Seattle,WA 98115
2014-06-15,13.39,4,2,2700,9122,2,0,0,0,24,Recently Renovated,Issaquah,WA 98029
2014-06-15,13.13,5,3,2430,8000,1,0,0,1060,57,Older Renovation,Bellevue,WA 98008
2014-06-15,12.94,3,1,1110,12150,1,0,0,0,57,Older Renovation,Bellevue,WA 98008
2014-06-16,13.12,4,2,2280,15347,1,0,0,0,54,Not Renovated,Newcastle,WA 98059
2014-06-16,13.04,3,1,1550,4708,1,0,0,690,65,Older Renovation,Seattle,WA 98115
2014-06-16,12.82,3,2,1530,8925,1,0,0,0,37,Older Renovation,Bothell,WA 98011
2014-06-16,13.26,4,2,2440,28405,2,0,0,0,12,Not Renovated,Kenmore,WA 98028
2014-06-16,12.78,4,2,1760,9602,2,0,0,0,27,Older Renovation,Renton,WA 98058
2014-06-16,14.37,4,2,3040,5000,2,0,3,960,88,Older Renovation,Seattle,WA 98105
2014-06-16,12.12,3,1,1070,8100,1,0,0,0,57,Older Renovation,Auburn,WA 98002
2014-06-16,13.55,3,1,1990,5560,1,0,0,890,75,Older Renovation,Seattle,WA 98105
2014-06-16,13.04,2,1,1090,4000,1,0,0,120,63,Older Renovation,Seattle,WA 98116
2014-06-16,13.62,4,1,1890,6938,1,0,0,0,95,Older Renovation,Seattle,WA 98116
2014-06-16,12.49,3,1,1000,9150,1,0,0,0,45,Recently Renovated,Renton,WA 98059
2014-06-16,12.59,3,1,1770,8235,1,0,0,740,54,Recently Renovated,Burien,WA 98148
2014-06-16,12.94,4,3,2360,6250,1,0,2,900,54,Recently Renovated,Seattle,WA 98118
2014-06-16,13.22,3,3,3380,108900,2,0,0,680,15,Not Renovated,Renton,WA 98058
2014-06-16,13.19,3,2,1700,3150,2,0,0,0,9,Not Renovated,Issaquah,WA 98029
2014-06-16,13.44,2,1,1600,4000,1,0,0,750,96,Not Renovated,Seattle,WA 98112
2014-06-16,13.18,4,2,2050,6360,2,0,0,0,26,Older Renovation,Issaquah,WA 98029
2014-06-16,12.79,2,1,1210,1040,2,0,0,0,0,Not Renovated,Issaquah,WA 98029
2014-06-16,12.61,5,3,1940,6355,1,0,0,740,7,Not Renovated,Seattle,WA 98168
2014-06-16,12.62,4,2,1810,8750,1,0,0,700,47,Not Renovated,Renton,WA 98058
2014-06-16,12.86,4,1,1690,4080,1,0,0,820,30,Not Renovated,Seattle,WA 98144
2014-06-16,12.94,4,2,1800,2970,1,0,0,800,91,Not Renovated,Seattle,WA 98115
2014-06-16,13.78,4,3,3280,6603,2,0,0,0,7,Not Renovated,Bellevue,WA 98006
2014-06-16,13.58,4,2,4290,175421,2,0,0,0,10,Older Renovation,Ravensdale,WA 98051
2014-06-16,12.64,3,1,1150,9600,1,0,0,0,35,Recently Renovated,North Bend,WA 98045
2014-06-16,12.37,2,1,880,1805,2,0,0,0,15,Not Renovated,Seattle,WA 98133
2014-06-16,13.41,3,1,1720,8100,2,0,0,0,107,Older Renovation,Seattle,WA 98107
2014-06-16,13.06,3,1,1510,8000,1,0,0,0,58,Not Renovated,Bellevue,WA 98007
2014-06-16,12.83,4,2,1240,3000,1,0,0,200,106,Older Renovation,Seattle,WA 98122
2014-06-16,12.92,4,2,1580,9581,1,0,0,0,61,Not Renovated,Kirkland,WA 98033
2014-06-16,13.25,4,2,2170,7737,2,0,0,0,27,Older Renovation,Sammamish,WA 98074
2014-06-16,13.43,4,2,2500,4950,2,0,0,0,4,Not Renovated,Redmond,WA 98053
2014-06-16,12.71,1,1,960,2640,1,0,0,200,106,Older Renovation,Seattle,WA 98112
2014-06-16,13.71,4,2,3030,8507,2,0,0,0,11,Not Renovated,Kirkland,WA 98033
2014-06-16,13.12,3,1,1540,10800,1,0,0,770,67,Not Renovated,Mercer Island,WA 98040
2014-06-16,13.01,3,1,1890,32340,1,0,3,0,38,Not Renovated,Vashon,WA 98070
2014-06-16,13.62,4,2,2810,9800,1,0,0,1100,41,Not Renovated,Bellevue,WA 98006
2014-06-16,13.91,4,4,3530,8400,2,0,0,900,56,Not Renovated,Seattle,WA 98199
2014-06-16,12.53,3,1,1100,8536,1,0,0,0,57,Older Renovation,Seattle,WA 98118
2014-06-16,13.21,3,2,1940,9775,1,0,2,500,39,Not Renovated,Kirkland,WA 98034
2014-06-16,12.98,3,2,2300,9521,2,0,0,0,11,Not Renovated,Duvall,WA 98019
2014-06-16,13.37,3,2,2110,3600,2,0,0,0,9,Not Renovated,Redmond,WA 98052
2014-06-16,12.94,4,1,1220,10580,1,0,0,0,49,Older Renovation,Bellevue,WA 98008
2014-06-16,13.12,3,1,1750,12325,1,0,0,280,46,Not Renovated,Redmond,WA 98052
2014-06-16,11.92,3,1,1230,8056,1,0,0,0,65,Older Renovation,Burien,WA 98168
2014-06-16,13.54,3,2,3100,23790,2,0,0,0,12,Not Renovated,Sammamish,WA 98075
2014-06-16,12.96,3,2,1830,65340,1,0,0,310,23,Not Renovated,North Bend,WA 98045
2014-06-16,13.36,5,2,2640,7096,2,0,0,0,11,Not Renovated,Redmond,WA 98053
2014-06-16,13.40,6,1,1840,2774,1,0,0,780,114,Older Renovation,Seattle,WA 98122
2014-06-16,13.67,4,2,3190,14565,2,0,0,0,24,Recently Renovated,Woodinville,WA 98077
2014-06-16,13.17,2,1,1120,2000,1,0,0,0,104,Older Renovation,Seattle,WA 98109
2014-06-16,13.06,3,1,1760,6723,1,0,0,600,56,Older Renovation,Seattle,WA 98118
2014-06-16,12.86,3,2,1590,9912,2,0,0,0,14,Not Renovated,Vashon,WA 98070
2014-06-16,13.26,4,2,2120,9603,2,0,0,0,29,Not Renovated,Issaquah,WA 98027
2014-06-16,12.30,4,2,2240,9826,1,0,0,870,26,Not Renovated,Federal Way,WA 98023
2014-06-16,13.04,2,1,890,2100,1,0,0,130,95,Older Renovation,Seattle,WA 98107
2014-06-16,14.35,3,3,2940,5432,3,0,3,500,36,Older Renovation,Seattle,WA 98109
2014-06-16,12.07,3,1,1220,7300,1,0,0,0,41,Recently Renovated,Auburn,WA 98001
2014-06-16,13.05,3,2,2670,7500,1,0,0,1030,48,Not Renovated,Burien,WA 98166
2014-06-16,13.22,3,1,1120,2300,1,0,0,300,102,Older Renovation,Seattle,WA 98117
2014-06-16,13.24,4,2,3130,139392,2,0,0,0,33,Not Renovated,Kent,WA 98030
2014-06-16,13.16,4,2,1740,7500,1,0,0,520,38,Older Renovation,Redmond,WA 98052
2014-06-16,13.71,4,3,3290,5414,2,0,1,930,8,Not Renovated,Kirkland,WA 98034
2014-06-16,12.83,3,1,1770,5720,1,0,0,630,88,Older Renovation,Seattle,WA 98126
2014-06-16,12.86,4,2,2960,5054,2,0,0,0,8,Not Renovated,Maple Valley,WA 98038
2014-06-16,12.41,2,1,1200,4880,1,0,0,220,71,Older Renovation,Seattle,WA 98106
2014-06-16,12.83,4,2,2400,6000,2,0,0,0,101,Older Renovation,Bothell,WA 98011
2014-06-16,13.46,4,3,2690,6164,2,0,0,0,12,Not Renovated,Sammamish,WA 98075
2014-06-16,13.02,6,2,3550,11780,1,0,0,590,66,Not Renovated,Seattle,WA 98125
2014-06-16,13.03,2,1,1310,12196,1,0,0,0,44,Recently Renovated,Redmond,WA 98052
2014-06-16,13.38,4,2,2610,4160,3,0,0,700,104,Not Renovated,Seattle,WA 98103
2014-06-16,12.84,5,2,2760,8015,1,0,0,1160,54,Older Renovation,Seattle,WA 98125
2014-06-16,12.30,3,2,1410,7998,1,0,0,0,74,Older Renovation,Tukwila,WA 98178
2014-06-16,12.56,4,1,1960,7950,1,0,0,0,47,Not Renovated,Federal Way,WA 98023
2014-06-16,12.74,3,2,1212,1174,3,0,0,0,10,Older Renovation,Seattle,WA 98125
2014-06-16,13.73,4,1,2220,9496,1,0,0,730,60,Older Renovation,Bellevue,WA 98004
2014-06-16,12.83,4,2,2040,109336,1,0,0,0,41,Not Renovated,Maple Valley,WA 98038
2014-06-16,13.81,4,2,2800,19168,2,0,0,0,22,Not Renovated,Sammamish,WA 98075
2014-06-16,12.72,3,1,2040,6000,1,0,0,700,57,Older Renovation,Seattle,WA 98118
2014-06-16,14.47,4,2,3070,34412,1,0,3,1000,64,Older Renovation,Medina,WA 98039
2014-06-16,12.86,2,1,830,26329,1,1,3,0,86,Not Renovated,Vashon,WA 98070
2014-06-16,13.65,4,3,4140,7089,2,0,0,980,11,Not Renovated,Kirkland,WA 98034
2014-06-16,12.97,5,2,2340,4500,2,0,0,0,5,Not Renovated,Renton,WA 98059
2014-06-16,13.17,3,2,1420,1282,3,0,0,0,8,Not Renovated,Seattle,WA 98103
2014-06-16,13.59,3,2,2670,3738,1,0,0,950,1,Older Renovation,Renton,WA 98056
2014-06-16,12.56,3,2,1880,6008,2,0,0,0,5,Not Renovated,Kent,WA 98042
2014-06-16,13.66,4,3,3450,6184,2,0,0,0,0,Not Renovated,Sammamish,WA 98074
2014-06-16,12.68,3,2,1200,1400,3,0,0,0,9,Not Renovated,Seattle,WA 98133
2014-06-16,13.53,4,3,3430,9870,2,0,0,0,0,Not Renovated,Bothell,WA 98011
2014-06-16,13.06,3,2,1350,1186,2,0,0,230,7,Not Renovated,Seattle,WA 98117
2014-06-16,13.11,5,2,2570,9962,2,0,0,0,8,Not Renovated,Duvall,WA 98019
2014-06-16,13.44,4,3,2840,4637,3,0,0,0,6,Not Renovated,Seattle,WA 98125
2014-06-16,13.20,4,2,2650,5600,2,0,0,0,0,Not Renovated,Renton,WA 98059
2014-06-16,12.98,3,2,1980,2674,3,0,0,0,7,Not Renovated,Seattle,WA 98136
2014-06-17,12.40,3,1,1280,7524,1,0,0,0,26,Not Renovated,Kent,WA 98031
2014-06-17,12.69,4,2,2610,7091,2,0,0,0,27,Older Renovation,Federal Way,WA 98023
2014-06-17,13.64,5,2,3010,12611,2,0,0,0,20,Not Renovated,Redmond,WA 98052
2014-06-17,12.25,1,1,930,7129,1,0,0,0,66,Older Renovation,Seattle,WA 98133
2014-06-17,12.14,3,1,1180,7000,1,0,0,0,37,Not Renovated,Federal Way,WA 98023
2014-06-17,13.24,5,1,1710,9100,1,0,0,390,88,Older Renovation,Seattle,WA 98126
2014-06-17,12.51,3,2,1380,7476,1,0,0,0,25,Not Renovated,Auburn,WA 98001
2014-06-17,12.37,3,1,1190,7280,1,0,0,0,46,Not Renovated,Auburn,WA 98092
2014-06-17,12.46,3,2,1870,5909,1,0,0,600,28,Not Renovated,Kent,WA 98030
2014-06-17,13.67,5,3,3130,4797,2,0,0,560,0,Not Renovated,Bellevue,WA 98006
2014-06-17,13.07,2,1,900,5100,1,0,0,0,105,Older Renovation,Seattle,WA 98117
2014-06-17,12.91,3,1,1880,7400,1,0,0,400,46,Older Renovation,Lake Forest Park,WA 98155
2014-06-17,13.68,4,4,3010,4887,2,0,3,1070,63,Older Renovation,Seattle,WA 98115
2014-06-17,13.07,3,2,2280,5750,1,0,1,1130,29,Not Renovated,Seattle,WA 98116
2014-06-17,13.12,3,2,2970,21907,2,0,0,0,16,Older Renovation,Renton,WA 98059
2014-06-17,12.86,2,2,1620,3196,2,0,0,0,6,Not Renovated,Snoqualmie,WA 98065
2014-06-17,13.03,4,1,1550,3000,1,0,0,200,96,Not Renovated,Seattle,WA 98105
2014-06-17,13.22,3,1,2240,78225,2,0,0,0,38,Not Renovated,Vashon,WA 98070
2014-06-17,13.31,3,2,2830,6536,2,0,0,0,25,Not Renovated,Woodinville,WA 98072
2014-06-17,12.95,3,2,2890,21780,2,0,0,0,14,Not Renovated,SeaTac,WA 98188
2014-06-17,13.19,4,2,1990,5948,2,0,0,0,23,Not Renovated,Issaquah,WA 98029
2014-06-17,12.42,3,1,1370,8719,1,0,0,0,32,Not Renovated,Covington,WA 98042
2014-06-17,12.43,2,1,1088,1360,2,0,0,0,31,Recently Renovated,Kirkland,WA 98034
2014-06-17,12.23,4,1,1740,9344,1,0,0,560,36,Not Renovated,Federal Way,WA 98023
2014-06-17,12.97,3,2,1730,9000,1,0,0,360,36,Not Renovated,Issaquah,WA 98027
2014-06-17,12.43,4,2,1800,8100,2,0,0,0,16,Older Renovation,Maple Valley,WA 98038
2014-06-17,12.47,3,1,1440,12888,1,0,2,350,56,Older Renovation,Tukwila,WA 98168
2014-06-17,13.21,4,1,1720,2800,1,0,0,520,88,Older Renovation,Seattle,WA 98115
2014-06-17,12.85,5,3,2800,7350,2,0,0,0,19,Not Renovated,Seattle,WA 98106
2014-06-17,13.51,3,2,2300,6009,1,0,0,0,9,Not Renovated,Redmond,WA 98053
2014-06-17,13.21,4,2,2030,11585,1,0,0,440,47,Not Renovated,Redmond,WA 98052
2014-06-17,12.74,2,1,740,6180,1,0,0,0,66,Older Renovation,Seattle,WA 98118
2014-06-17,15.36,5,6,9640,13068,1,1,4,4820,31,Recently Renovated,Mercer Island,WA 98040
2014-06-17,12.04,4,1,1920,13787,1,0,0,700,48,Not Renovated,SeaTac,WA 98188
2014-06-17,13.33,4,2,2490,12929,2,0,0,0,31,Recently Renovated,Sammamish,WA 98074
2014-06-17,13.37,3,2,1380,4800,1,0,0,0,66,Older Renovation,Seattle,WA 98119
2014-06-17,12.71,3,2,1530,9406,1,0,0,260,21,Not Renovated,Renton,WA 98059
2014-06-17,13.83,3,3,2420,1923,2,0,2,580,8,Not Renovated,Seattle,WA 98109
2014-06-17,12.85,4,2,2150,37647,2,0,0,0,23,Not Renovated,Kent,WA 98042
2014-06-17,12.94,4,2,1610,9600,1,0,0,0,47,Not Renovated,Newcastle,WA 98056
2014-06-17,13.82,4,3,2650,3060,2,0,0,590,13,Not Renovated,Seattle,WA 98103
2014-06-17,13.41,4,2,2700,35362,2,0,0,0,38,Not Renovated,Woodinville,WA 98077
2014-06-17,12.47,3,1,1270,20700,1,0,0,120,66,Not Renovated,Lake Forest Park,WA 98155
2014-06-17,13.66,4,2,3150,38865,1,0,0,670,28,Not Renovated,Redmond,WA 98052
2014-06-17,13.31,3,2,2010,10760,2,0,0,0,29,Not Renovated,Redmond,WA 98052
2014-06-17,12.68,3,1,860,5060,1,0,0,0,87,Recently Renovated,Seattle,WA 98133
2014-06-17,12.35,3,2,1410,7466,1,0,0,0,31,Recently Renovated,Renton,WA 98058
2014-06-17,12.45,3,1,1700,7532,1,0,0,0,27,Older Renovation,Kent,WA 98030
2014-06-17,13.97,4,2,2570,6251,2,0,0,0,14,Not Renovated,Bellevue,WA 98004
2014-06-17,13.08,2,2,1230,932,2,0,0,210,10,Older Renovation,Seattle,WA 98112
2014-06-17,14.00,4,3,4170,9748,2,0,0,0,10,Older Renovation,Newcastle,WA 98059
2014-06-17,13.06,3,2,1180,1262,3,0,0,0,4,Not Renovated,Seattle,WA 98119
2014-06-17,12.20,3,1,1430,7347,1,0,0,610,34,Not Renovated,Federal Way,WA 98023
2014-06-17,12.99,4,2,1450,8400,1,0,0,0,52,Not Renovated,Kirkland,WA 98034
2014-06-17,13.13,3,1,2180,7700,1,0,0,700,53,Older Renovation,Shoreline,WA 98177
2014-06-17,12.85,4,2,2210,7079,2,0,0,0,21,Not Renovated,Kent,WA 98031
2014-06-17,12.50,2,1,1480,7276,1,0,0,540,36,Older Renovation,Renton,WA 98056
2014-06-17,13.24,3,2,2340,3477,1,0,1,1170,43,Not Renovated,Seattle,WA 98118
2014-06-17,13.64,4,3,3860,18334,2,0,0,740,18,Not Renovated,Woodinville,WA 98077
2014-06-17,13.08,3,2,2300,4637,2,0,0,0,6,Not Renovated,Snoqualmie,WA 98065
2014-06-17,12.90,3,1,1450,7375,1,0,0,440,46,Older Renovation,Kirkland,WA 98034
2014-06-17,13.22,2,2,1380,953,3,0,0,0,8,Not Renovated,Seattle,WA 98103
2014-06-17,13.02,4,2,2470,3811,2,0,0,0,15,Not Renovated,Snoqualmie,WA 98065
2014-06-17,13.11,4,1,2030,18295,1,0,0,0,39,Not Renovated,Kirkland,WA 98034
2014-06-17,11.87,4,0,1440,13300,1,0,0,0,66,Older Renovation,Burien,WA 98166
2014-06-17,12.43,3,1,1160,6134,1,0,0,0,16,Older Renovation,Auburn,WA 98002
2014-06-17,13.50,3,1,1580,3840,2,0,0,0,106,Older Renovation,Seattle,WA 98102
2014-06-17,13.05,2,2,1430,1425,2,0,0,435,8,Not Renovated,Seattle,WA 98112
2014-06-17,13.05,2,2,1494,19271,2,1,4,0,71,Older Renovation,Vashon,WA 98070
2014-06-17,12.54,4,2,1930,7207,1,0,0,570,26,Not Renovated,Kent,WA 98030
2014-06-17,13.42,6,1,2740,6360,1,0,3,1370,61,Not Renovated,Seattle,WA 98146
2014-06-17,13.41,3,2,1880,3800,1,0,0,850,87,Not Renovated,Seattle,WA 98115
2014-06-17,13.60,3,2,2590,7720,2,0,0,0,26,Older Renovation,Bellevue,WA 98007
2014-06-17,12.90,3,2,2140,11266,2,0,0,0,28,Not Renovated,Duvall,WA 98019
2014-06-17,12.64,4,2,1870,6000,1,0,0,0,58,Older Renovation,Seattle,WA 98125
2014-06-17,12.98,2,1,1230,3800,1,0,0,0,86,Older Renovation,Seattle,WA 98115
2014-06-17,13.05,4,2,2340,6896,2,0,0,0,13,Not Renovated,Renton,WA 98059
2014-06-17,14.25,3,2,2880,7599,1,0,2,1170,56,Older Renovation,Kirkland,WA 98033
2014-06-17,12.44,3,1,880,6600,1,0,0,0,69,Not Renovated,Seattle,WA 98178
2014-06-17,12.71,3,2,3040,7232,2,0,0,0,11,Not Renovated,Auburn,WA 98092
2014-06-17,13.22,4,1,1120,7104,1,0,0,0,68,Not Renovated,Seattle,WA 98177
2014-06-17,12.77,3,2,1380,3600,3,0,0,0,1,Older Renovation,Seattle,WA 98122
2014-06-17,12.59,4,2,1660,9760,2,0,0,0,20,Not Renovated,Kent,WA 98030
2014-06-17,13.99,3,2,2500,5568,2,0,0,0,109,Not Renovated,Seattle,WA 98112
2014-06-17,13.53,4,2,2940,10382,2,0,0,0,23,Not Renovated,Newcastle,WA 98059
2014-06-17,13.02,4,2,1670,3315,2,0,0,0,9,Not Renovated,Issaquah,WA 98029
2014-06-17,13.49,4,2,2630,7505,2,0,0,0,20,Not Renovated,Redmond,WA 98052
2014-06-17,12.75,4,2,2250,7412,1,0,0,770,39,Not Renovated,Renton,WA 98058
2014-06-17,12.24,3,1,1320,7000,1,0,0,0,47,Not Renovated,Auburn,WA 98002
2014-06-17,14.52,4,3,4100,22798,1,0,3,1560,80,Older Renovation,Mercer Island,WA 98040
2014-06-17,14.72,3,3,4340,4947,2,0,3,1280,21,Not Renovated,Seattle,WA 98107
2014-06-17,14.36,4,3,3700,20570,1,0,0,1850,38,Older Renovation,Bellevue,WA 98004
2014-06-17,13.27,5,2,2700,10875,1,0,0,1160,52,Not Renovated,Bellevue,WA 98007
2014-06-17,12.97,3,1,980,7200,1,0,0,0,64,Older Renovation,Seattle,WA 98116
2014-06-17,13.49,4,2,2650,11520,2,0,0,540,26,Older Renovation,Kirkland,WA 98033
2014-06-17,13.62,7,4,3670,4000,2,0,1,870,50,Older Renovation,Seattle,WA 98199
